source_genesymbol	target_genesymbol	is_directed
Ets2	Tp53	1
Ets2	Cga	1
Ets2	Angpt2	1
Jun	Ets2	1
Ets2	Jun	1
Ets2	Il12b	1
Ets2	Chrne	1
Ets2	Fosl1	1
Ets2	Csf2	1
Ets2	Cdkn2a	1
Myc	Gstp1	1
Nfkb1	Gstp1	1
Sp1	Gstp1	1
Tp53	Gstp1	1
Fos	Gstp1	1
Rela	Gstp1	1
E2f1	Sstr1	1
Myc	Spast	1
Myc	Acadm	1
Ar	Grb10	1
Tp53	Eef1a1	1
Yy1	Lss	1
Rara	Nr1i3	1
Sp1	Pttg1	1
Tp53	Pttg1	1
Atf6	Sel1l	1
Pax6	Necab2	1
E2f1	Osr1	1
Usf1	Myh9	1
Ar	Glrx	1
Myc	Ntn3	1
E2f1	Eif3a	1
Rest	Cartpt	1
Ets1	Cdc37	1
Tbx2	Cdkn2a	1
Tbx2	Cdkn2a	1
Myc	Gapdh	1
Cebpd	Gapdh	1
Hif1a	Gapdh	1
Cebpa	Gapdh	1
Tp53	Mndal	1
Srebf1	Lrp1	1
Srebf2	Lrp1	1
Ctcf	Celsr3	1
Myc	Ndrg1	1
Ets1	Ndrg1	1
Ar	Ndrg1	1
Tp53	Ndrg1	1
Mycn	Ndrg1	1
Sp1	Adipoq	1
Pparg	Adipoq	1
Foxa1	G6pc	1
Hnf1a	G6pc	1
Foxa2	G6pc	1
Creb1	G6pc	1
Foxo4	G6pc	1
Hnf4a	G6pc	1
Foxo1	G6pc	1
Foxo3	G6pc	1
Irf1	Tnfsf10	1
Foxo4	Tnfsf10	1
Nfkb1	Tnfsf10	1
Sp1	Tnfsf10	1
Foxo1	Tnfsf10	1
Foxo3	Tnfsf10	1
Yy1	Dnajb4	1
Spi1	Ctse	1
Pou3f2	Gnrh1	1
Myc	Ddx11	1
E2f4	Ddx11	1
Myc	Tfrc	1
Hif1a	Tfrc	1
Ets1	Tfrc	1
E2f4	Tfrc	1
E2f4	Slc25a14	1
Snai2	Jag1	1
Atf6	Rtn3	1
Ets1	Surf1	1
E2f1	Kcng4	1
E2f1	Enpep	1
Mitf	Cdkn2a	1
E2f3	Cdkn2a	1
E2f1	Cdkn2a	1
Sp3	Cdkn2a	1
Twist1	Cdkn2a	1
Ctcf	Cdkn2a	1
Junb	Cdkn2a	1
Sp1	Cdkn2a	1
Tbx5	Cdkn2a	1
Spi1	Cdkn2a	1
Fosl1	Cdkn2a	1
Stat4	Il2ra	1
Stat5a	Il2ra	1
Nfkb1	Il2ra	1
Foxp3	Il2ra	1
Stat5b	Il2ra	1
Fos	Il2ra	1
Rela	Il2ra	1
Gata3	Il2ra	1
Plag1	Abcc6	1
Irf1	Cxcl10	1
Nfkb1	Cxcl10	1
Irf3	Cxcl10	1
Rela	Cxcl10	1
Atf4	Asns	1
Atf3	Asns	1
Ddit3	Asns	1
Cebpb	Asns	1
Znf143	Esco2	1
Myc	Dnph1	1
Sp2	Dnmt3b	1
Gli3	Ptch2	1
Sox2	Gli3	1
Rara	Hoxa4	1
Tfap2a	Hoxa4	1
Hoxa4	Th	1
E2f1	Map2k6	1
Esr1	Cct6b	1
E2f1	Trpm2	1
Gata2	Elmo1	1
Foxo1	Sell	1
Gata2	Pecam1	1
Hnf1a	Akr1c6	1
Hnf4g	Akr1c6	1
Hnf4a	Akr1c6	1
Ets1	Cip2a	1
Rara	Thbd	1
Klf4	Thbd	1
Nfkb1	Thbd	1
Sp1	Thbd	1
Rela	Thbd	1
E2f4	Mad2l1	1
Ctcf	Npc1	1
Srebf1	Npc1	1
Pax4	Ins2	1
Ppara	Fads2	1
Myc	Hspa9	1
Ctcf	Bicd2	1
E2f4	Mcm3	1
Mycn	Mcm3	1
Yy1	Psmd8	1
Ets1	Itgb3	1
Hoxd3	Itgb3	1
Tfap2a	Erbb2	1
Creb1	Erbb2	1
Yy1	Erbb2	1
Elk1	Erbb2	1
Myb	Erbb2	1
Atf1	Erbb2	1
Tfap2c	Erbb2	1
Myc	Cd63	1
Tp53	Tent4a	1
Nfkb1	Cd40lg	1
Nfatc2	Cd40lg	1
Jund	Cd40lg	1
Fos	Cd40lg	1
Rela	Cd40lg	1
Gata3	Cd40lg	1
Pax6	Pdhx	1
Ctcf	Pomt2	1
Rara	Nrip1	1
Jun	Sprr3	1
Fos	Sprr3	1
Myc	Sfmbt1	1
Sp1	Tpi1	1
Elk1	Vil1	1
Stat6	Alox15	1
Myc	Stat6	1
Stat6	Myc	1
Stat6	Irf1	1
Stat6	Cish	1
Stat6	Il4	1
Stat6	Socs1	1
Stat6	Slc26a4	1
Stat6	Bcl2l1	1
Fos	Stat6	1
Stat6	Fos	1
Esr1	Abcg2	1
Pparg	Abcg2	1
Ets1	Abcc1	1
Cebpa	Abcc1	1
Sp1	Abcc1	1
Tp53	Abcc1	1
Tp53	Perp	1
E2f4	Eif4h	1
Ar	Pin1	1
Myc	Hnrnpa2b1	1
Nr2f2	Bglap3	1
Smad3	Bglap3	1
E2f1	Ak3	1
Ets1	Ttyh3	1
Gata3	Myrip	1
Rara	Rarg	1
Rarg	Icam1	1
Sp1	Hras	1
Tp53	Hras	1
E2f4	Recql	1
Sp1	Blmh	1
Esr1	Slc8a1	1
Tbxt	Lef1	1
Lef1	Tbxt	1
Ar	Rbmx	1
Tp53	Mgmt	1
Foxa1	Apoa1	1
Foxa2	Apoa1	1
Ppara	Apoa1	1
Egr1	Apoa1	1
Gata6	Apoa1	1
Nr2f2	Apoa1	1
Esr1	Apoa1	1
Cebpa	Apoa1	1
Sp1	Apoa1	1
Hnf4a	Apoa1	1
Sp3	Nox4	1
Srf	Samd4a	1
Lef1	Snai2	1
Mitf	Snai2	1
Snai2	Cxcr4	1
Ar	Snai2	1
Tcf7l2	Snai2	1
Snai2	Cdh1	1
Gata1	Ccr3	1
E2f1	Taf5l	1
Yy1	Wdr82	1
Ar	Krt8	1
Tp53	Krt8	1
Hnf4a	G6pc3	1
Esr1	Akt1	1
Nfkb1	Akt1	1
Ctcf	Akt1	1
Ar	Akt1	1
Tp53	Akt1	1
Rela	Akt1	1
Ctcf	Ang	1
Egr1	Syn1	1
Cebpb	Tnfaip6	1
Fos	Tnfaip6	1
Maf	Lalba	1
Ppara	Cpt1a	1
Creb1	Cpt1a	1
Myc	H2afz	1
E2f4	H2afz	1
Pou1f1	Ghr	1
Ctcf	Pou1f1	1
Lhx4	Pou1f1	1
Zic1	Apoe	1
Yy1	Irak1	1
Esr1	Sec61b	1
Gli2	Col5a2	1
Tbp	Myc	1
Tbp	Cdkn1a	1
Hnf4a	Tbp	1
Tbp	Elk1	1
Elk1	Tbp	1
Tbp	App	1
Tbp	Lin28b	1
Tbp	Pmf1	1
Hnf4a	Ghr	1
Tp53	Ghr	1
Zeb1	Itgb4	1
Zeb1	Grhl2	1
E2f1	Zeb1	1
Zeb1	Ar	1
Zeb1	Pkp3	1
Zeb1	Cdh1	1
Sall4	Zeb1	1
Gata3	Zeb1	1
E2f1	Rasgef1b	1
E2f1	Axin2	1
Esr1	Axin2	1
Tcf7l2	Axin2	1
Cdx2	Axin2	1
Myc	Mdm2	1
Tp73	Mdm2	1
E2f1	Mdm2	1
Twist1	Mdm2	1
Esr1	Mdm2	1
Ets1	Mdm2	1
Tp53	Mdm2	1
Nr4a1	Mdm2	1
Gata3	Mdm2	1
Mycn	Mdm2	1
Ar	Gnl1	1
Myc	Bmp4	1
E2f1	Bmp4	1
Ets1	Bmp4	1
Sp3	Ctsb	1
Nfkb1	Ctsb	1
Ets1	Ctsb	1
Usf1	Ctsb	1
Rela	Ctsb	1
Myc	Rara	1
Rara	Myc	1
Rara	Prkca	1
Rara	Plau	1
Rara	Plat	1
Rara	Tnfaip2	1
Rara	Pck1	1
Klf4	Rara	1
Rara	Cyp26a1	1
Rara	Maob	1
Rara	Hoxa7	1
Rara	Esr1	1
Esr1	Rara	1
Rara	Macrod1	1
Rara	Icam1	1
Rara	Ets1	1
Ets1	Rara	1
Rara	Hoxb4	1
Sp1	Rara	1
Rara	Cdkn1a	1
Rara	Hnf4a	1
Hnf4a	Rara	1
Rara	Tpo	1
Rara	Ccna1	1
Rara	Hsd17b2	1
Rara	Casp9	1
Tp53	Ogg1	1
Ar	Tesk1	1
Myc	Cluh	1
Ar	eef1akmt3	1
Gata3	Bpifb1	1
Gata2	Psd4	1
Foxl2	Il11	1
Stat4	Myc	1
Stat4	Irf1	1
Stat4	Prf1	1
Stat4	Ifng	1
Stat4	Socs3	1
E2f3	Aurka	1
E2f1	Aurka	1
Tp53	Casp1	1
Lef1	Cldn2	1
E2f1	Ankrd16	1
E2f2	Mcm6	1
E2f3	Mcm6	1
E2f1	Mcm6	1
E2f4	Mcm6	1
Mycn	Mcm6	1
Cebpa	Itgax	1
Sp1	Itgax	1
Spi1	Itgax	1
Jun	Itgax	1
Atf4	Vegfa	1
Myc	Atf4	1
Atf4	Mcl1	1
Atf4	Ptgs2	1
Atf4	Atf3	1
Atf4	Trib3	1
Atf4	Ddit3	1
Atf4	Nupr1	1
Atf4	Cebpb	1
Atf4	Disc1	1
Foxl2	Tnfaip3	1
Nfkb1	Tnfaip3	1
Cebpa	Tnfaip3	1
Rela	Tnfaip3	1
Creb3l1	Slc1a4	1
Mef2d	Atf3	1
Jun	Mef2d	1
Mef2d	Jun	1
Hif1a	Aldoa	1
Nfia	Aldoa	1
Sp1	Aldoa	1
Nr5a1	Cyp19a1	1
Nr5a1	Hsd3b1	1
Nr5a1	Cyp21	1
Nr5a1	Nr0b1	1
Nr0b1	Nr5a1	1
Nr5a1	Mc2r	1
Cebpa	Nr5a1	1
Nr5a1	Star	1
Nr5a1	Pou5f1	1
Nr5a1	Amhr2	1
Nr5a1	Cyp17a1	1
Nr5a1	Cyp11a1	1
Arnt	Vegfa	1
Myc	Vegfa	1
Tfap2a	Vegfa	1
E2f1	Vegfa	1
Sp3	Vegfa	1
Egr1	Vegfa	1
Twist1	Vegfa	1
Esr1	Vegfa	1
Nfkb1	Vegfa	1
Hif1a	Vegfa	1
Epas1	Vegfa	1
Ets1	Vegfa	1
Ar	Vegfa	1
Sp1	Vegfa	1
Tp53	Vegfa	1
Smad3	Vegfa	1
Jun	Vegfa	1
Fos	Vegfa	1
Rela	Vegfa	1
Yy1	Atp13a1	1
Tp53	Hipk2	1
Gfi1	Bax	1
Myc	Rpl23	1
Irf5	Tnf	1
Tp53	Irf5	1
Nfkb1	Cyp27b1	1
E2f4	Cyp27b1	1
E2f1	Hells	1
Hnf1a	Mttp	1
Srebf2	Mttp	1
Atf6	Dnajc3	1
Rfx1	Myc	1
Rfx1	Col1a2	1
Rfx1	Pcna	1
E2f1	Diras2	1
Nfkb1	Il23a	1
Rela	Il23a	1
Ets1	Emsy	1
Smad5	Id3	1
Yy1	Srp68	1
Tfap2a	Gast	1
Sp1	Gast	1
E2f8	E2f1	1
E2f1	E2f8	1
E2f4	E2f8	1
Fli1	Igfbp3	1
Sp3	Igfbp3	1
Ar	Igfbp3	1
Sp1	Igfbp3	1
Tp53	Igfbp3	1
Ar	Vapa	1
Foxa1	Myc	1
Foxa1	Foxc1	1
Foxa1	Agr2	1
Foxa1	Ret	1
Tfap2a	Foxa1	1
Foxa1	Tfap2a	1
Foxa1	Scgb1a1	1
Foxa1	Brca1	1
Foxa1	Bcl2	1
Foxa1	Tff1	1
Foxa1	Hspa1a	1
Esr1	Foxa1	1
Foxa1	Esr1	1
Ar	Foxa1	1
Foxa1	Ar	1
Foxa1	Cebpa	1
Cebpa	Foxa1	1
Foxa1	Apob	1
Foxa1	Cyp7a1	1
Foxa1	Ttr	1
Foxa1	Tfap2c	1
Tfap2c	Foxa1	1
Foxa1	Abca1	1
Foxa1	Erbb3	1
Foxa1	Nf1	1
Fos	Foxa1	1
Foxa1	Fos	1
Foxa1	Pdx1	1
Foxa1	Ccng2	1
Foxa1	Cftr	1
Foxa1	Krt7	1
Foxa1	Klk1b11	1
Foxa1	Klk1b9	1
Foxa1	Klk1b26	1
Foxa1	Klk1b5	1
Foxa1	Klk1b3	1
Foxa1	Klk1b22	1
Foxa1	Klk1	1
Foxa1	Klk1b21	1
Foxa1	Klk1b24	1
Foxa1	Klk1b16	1
Foxa1	Klk1b27	1
Foxa1	Klk1b8	1
Foxa1	Klk1b4	1
Ybx1	Kpna2	1
Yy1	Hcfc1	1
E2f4	Hcfc1	1
Myc	Ncl	1
Mybl1	Ncl	1
E2f4	Ncl	1
Smad3	Bambi	1
E2f1	Rab40c	1
Creb1	Cyp19a1	1
Cebpd	Cyp19a1	1
Foxl2	Cyp19a1	1
Esr1	Cyp19a1	1
Nfkb1	Cyp19a1	1
Sp1	Cyp19a1	1
Usf1	Cyp19a1	1
Cebpb	Cyp19a1	1
Nr2f1	Cyp19a1	1
Jun	Cyp19a1	1
Hnf1a	Proc	1
Hnf1a	Cdh17	1
Hnf1a	Crp	1
Hnf1a	Slc2a2	1
Hnf1a	Alb	1
Hnf1a	Hnf4a	1
Hnf4a	Hnf1a	1
Hnf1a	Igf1	1
Hnf1a	Ugt1a9	1
Hnf1a	Igfbp1	1
Hnf1a	Cyp7a1	1
Hnf1a	Pdx1	1
Hnf1a	Ins2	1
Hnf1a	Ugt1a6	1
Ar	Appbp2	1
E2f1	Vps35l	1
Sp1	Ung	1
E2f4	Ung	1
Cebpa	Fga	1
E2f1	Rbm38	1
Cebpa	Vldlr	1
Pparg	Vldlr	1
Ctcf	Six5	1
Ets1	Tnfsf14	1
Sp1	Tnfsf14	1
Esr1	B4galnt2	1
Mta1	Bcas3	1
Gata3	Bcas3	1
E2f1	Grik5	1
Rorc	Il17a	1
Rorc	Il22	1
Pitx2	Fshb	1
Nfkb1	Il1rn	1
Myc	Id3	1
Smad1	Id3	1
E2f4	Id3	1
E2f4	Aurkb	1
Ets1	Taf12	1
E2f4	Skp1	1
Ctcf	Arl2	1
Arnt	Epo	1
Arnt	Ldha	1
Fos	Arnt	1
Arnt	Fos	1
Arnt	Ugt1a6	1
Esr1	Notch2	1
Cdx1	Dsc2	1
Hnf4a	Dsc2	1
Cdx2	Dsc2	1
Snai1	Hbegf	1
Myc	Uxt	1
Myc	Hspd1	1
Myc	Aco2	1
Lef1	Myc	1
Myc	Nod1	1
Myc	Acpp	1
Myc	Cxxc1	1
Myc	Mnt	1
Myc	Mettl1	1
Myc	Ucp3	1
Myc	Nr1d1	1
Myc	Mterf1b	1
Myc	Cct5	1
Myc	Pkm	1
Myc	Hspa8	1
Myc	Aimp2	1
Myc	Tubg2	1
Myc	Rbm8a	1
Myc	Adcy9	1
Myc	Mpo	1
Tfap2a	Myc	1
Myc	Pdha1	1
Myc	Gsk3b	1
Myc	Eif4a1	1
Myc	Mthfd1	1
Myc	Rps16	1
Myc	Snrpb2	1
Myc	Mbd1	1
Myc	Yy1	1
Yy1	Myc	1
Myc	Nat10	1
Myc	Itga6	1
Myc	Meis2	1
Myc	Cd79b	1
Myc	Hsd11b2	1
Myc	Bax	1
Myc	Top1	1
Myc	Ephx1	1
Myc	Dffa	1
Myc	Atp6v1g2	1
Myc	Ltb	1
Myc	Thrap3	1
Myc	Tgfb1	1
Myc	Cbx5	1
Myc	Rpl26	1
Myc	Brca1	1
Myc	Il2	1
Myc	Ppid	1
Myc	Cript	1
Myc	Nme1	1
Myc	Arsb	1
Myc	Bcl2	1
Myc	Cmas	1
Myc	Qdpr	1
Myc	Lamb2	1
Myc	Msh2	1
Myc	Hist1h4m	1
Myc	Cxcr4	1
Myc	Dmac2l	1
Myc	Bsg	1
Myc	Crat	1
Myc	St3gal1	1
Myc	Pfdn6	1
Myc	Chrnb1	1
Myc	Slc25a28	1
Myc	Wrn	1
Myc	Odc1	1
Myc	Herpud1	1
Myc	Actg1	1
Myc	Nop56	1
Myc	Eif4ebp2	1
Myc	E2f1	1
E2f1	Myc	1
Myc	Ube2c	1
Myc	Bbc3	1
Myc	Tcf12	1
Sp3	Myc	1
Myc	Sp3	1
Myc	Rpl10	1
Myc	Mgst1	1
Myc	Rad51	1
Myc	Rps6	1
Myc	Ccnd2	1
Myc	Lbr	1
Myc	Sirt1	1
Myc	Pkp1	1
Egr1	Myc	1
Myc	Tyms	1
Myc	Galt	1
Myc	Cks2	1
Myc	Pla2g4a	1
Myc	Per1	1
Myc	Znf146	1
Myc	Cbs	1
Myc	Ampd2	1
Myc	Eif4e	1
Myc	Nfil3	1
Myc	Cst10	1
Myc	Ace	1
Myc	Meltf	1
Myc	Mst1	1
Myc	Pole3	1
Myc	Rbbp4	1
Myc	Hmbs	1
Myc	Prtn3	1
Myc	Pqbp1	1
Myc	Eif4b	1
Myc	Ccnb1	1
Myc	Fpgs	1
Myc	Slc19a1	1
Myc	Tert	1
Myc	Rpl19	1
Ahr	Myc	1
Myc	Rpl3	1
Myc	Id2	1
Myc	Slc28a2	1
Myc	Rcc1	1
Myc	Dpy30	1
Myc	Faslg	1
Myc	Srd5a1	1
Myc	Hspe1	1
Myc	Eif3c	1
Myc	Acox1	1
Myc	Rpl22	1
Myc	Mycl	1
Esr1	Myc	1
Myc	Hoxd13	1
Myc	Rgs2	1
Nfkb1	Myc	1
Myc	Fgf9	1
Myc	Akap1	1
Myc	Hif1a	1
Myc	Scarb1	1
Myc	Casp8	1
Pou2f1	Myc	1
Myc	Oca2	1
Myc	Gas8	1
Myc	Cstb	1
Ctcf	Myc	1
Myc	Notch4	1
Myc	Icam1	1
Myc	Gadd45a	1
Myc	Il13	1
Myc	Pten	1
Myc	Syngr2	1
Myc	Irf2	1
Irf2	Myc	1
Myc	Msn	1
Myc	Thbs4	1
Myc	Arfgap2	1
Myc	Junb	1
Myc	Hint1	1
Myc	Cdkn2b	1
Myc	Bcl3	1
Bcl3	Myc	1
Myc	Stmn1	1
Myc	Il11ra2	1
Myc	Rps15a	1
Myc	Slc4a2	1
Myc	Fgfr4	1
Myc	Esd	1
Myc	Ar	1
Ar	Myc	1
Myc	Cebpa	1
Cebpa	Myc	1
Myc	Rps20	1
Myc	Tomm20	1
Myc	Snrpd3	1
Myc	Ddx18	1
Myc	Apex1	1
Myc	Nup155	1
Sp1	Myc	1
Myc	Nfkbil1	1
Myc	Lmna	1
Myc	Sla	1
Myc	Cdkn1a	1
Hnf4a	Myc	1
Myc	Gtf2h2	1
Myc	Rhog	1
Myc	Slc9a3r2	1
Myc	Pik3c3	1
Myc	Pex3	1
Myc	Slc25a3	1
Myc	Hoxd3	1
Myc	Sim2	1
Myc	Elk1	1
Myc	Ass1	1
Myc	Trap1	1
Myc	Prdm8	1
Myc	Ucp1	1
Myc	Mfap1a	1
Myc	Slit1	1
Myc	Irf3	1
Myc	Ccne1	1
Myc	Sqstm1	1
Myc	Phb	1
Myc	Slbp	1
Myb	Myc	1
Myc	Ptger2	1
Myc	Clp1	1
Myc	Col4a1	1
Myc	Rbm39	1
Myc	Exosc8	1
Myc	Pcna	1
Myc	App	1
Myc	Ppp1r7	1
Myc	Nap1l1	1
Myc	Tp53	1
Tp53	Myc	1
Myc	Srsf1	1
Myc	Hbp1	1
Hbp1	Myc	1
Myc	Insm1	1
Tcf7l2	Myc	1
Myc	Rfc2	1
Myc	Paics	1
Myc	Rpl27a	1
Myc	Prdx3	1
Myc	Ldha	1
Myc	Fasn	1
Myc	Sec23b	1
Myc	Hdac2	1
Myc	Rida	1
Myc	Dusp1	1
Myc	Cxcl1	1
Myc	Atp1a2	1
Myc	Itgb1	1
Tfap2c	Myc	1
Myc	Aqr	1
Myc	Clcn6	1
Myc	Rpl27	1
Myc	Smad3	1
Smad3	Myc	1
Myc	Pex14	1
Myc	Hmox1	1
Cebpe	Myc	1
Myc	Rps19	1
Myc	Rps15	1
Myc	Isg20	1
Myc	Pigf	1
Myc	Jun	1
Jun	Myc	1
Myc	Ccnd1	1
Myc	Akr1a1	1
Myc	Epb42	1
Myc	Nid1	1
Myc	Ahsg	1
Myc	Eif5a2	1
Myc	Sfxn3	1
Myc	Prkdc	1
Myc	Entpd7	1
Myc	Smarcad1	1
Myc	Smn1	1
Myc	Men1	1
Myc	Fxr1	1
Myc	Lmx1b	1
Gata2	Myc	1
Myc	Cflar	1
Myc	Nxt1	1
Myc	Mthfr	1
Myc	Csde1	1
Myc	Impa2	1
Myc	Cad	1
Myc	Fxn	1
Myc	Nol7	1
Myc	Nthl1	1
Myc	Brd7	1
Myc	Psmg1	1
Myc	Gnl3	1
Myc	Surf6	1
Fos	Myc	1
Myc	Slc2a4	1
Myc	Ampd3	1
Myc	Ppif	1
Myc	Nme2	1
Rela	Myc	1
Myc	Psmb1	1
E2f4	Myc	1
Myc	Tnfrsf8	1
E2f5	Myc	1
Myc	Fah	1
Myc	Alg5	1
Myc	Dck	1
Myc	Txn	1
Gata3	Myc	1
Myc	Avp	1
Myc	Wnt10b	1
Myc	Fosl1	1
Myc	Psen2	1
Myc	Znf451	1
Myc	Vamp2	1
Myc	Ctsf	1
Myc	Cdk6	1
Myc	Urod	1
Myc	Srm	1
Myc	Ascl2	1
Myc	Ccna2	1
Pparg	Myc	1
Myc	Cdc25c	1
Myc	Polb	1
Myc	Casp9	1
Myc	Tgfb2	1
Myc	Mterf1a	1
Myc	Amd1	1
Myc	Mfap1b	1
Myc	Gstp2	1
Myc	Il11ra1	1
Snai1	Cdh1	1
Rela	Snai1	1
Creb1	Uxt	1
E2f4	Uxt	1
Prox1	Nr5a2	1
Prox1	Cyp7a1	1
Egr1	Por	1
Thrb	Por	1
Esr1	Por	1
Ets1	Por	1
Smad3	Por	1
E2f2	E2f1	1
E2f2	Mcm10	1
E2f2	Cdca4	1
E2f2	Map3k5	1
Cebpa	E2f2	1
E2f2	Cdt1	1
E2f2	Cdca7	1
E2f4	E2f2	1
E2f2	Plk1	1
E2f2	Mycn	1
Cebpa	Mmp11	1
Sp1	Mmp11	1
Egr1	Alox5	1
Sp1	Alox5	1
Tp53	Alox5	1
E2f1	Mapk8	1
Hsf2	Mapk8	1
Tp53	Mapk8	1
Mycn	Mcm2	1
Tp53	Fdxr	1
E2f4	Katnal1	1
Esr1	Trim16	1
E2f1	Hspd1	1
Egr1	Ube2s	1
Esr1	Foxc1	1
Tfap2c	Foxc1	1
Gata3	Foxc1	1
Erg	Vwf	1
Nfkb1	Vwf	1
Pou2f1	Vwf	1
Ets1	Vwf	1
Tfap2a	Prkca	1
Elk1	Prkca	1
Lef1	Cd1d1	1
Lef1	Mitf	1
Mitf	Lef1	1
Lef1	Nt5e	1
Lef1	Nrcam	1
Lef1	Tcf3	1
Lef1	Cdx1	1
Lef1	Mycbp	1
Lef1	Ar	1
Lef1	Dct	1
Lef1	Birc5	1
Lef1	Elane	1
Tcf7l2	Lef1	1
Lef1	Ctnnb1	1
Lef1	Ccnd1	1
Lef1	Dsp	1
Lef1	Rag2	1
Esr1	Pofut1	1
Sox2	Dlgap1	1
E2f1	Hist2h2be	1
E2f4	Hist2h2be	1
Ctcf	Aldh1a3	1
Tp53	Aldh1a3	1
Atf3	Sele	1
Nfkb1	Sele	1
Jun	Sele	1
Rela	Sele	1
Sox9	Matn1	1
Ar	Acpp	1
Sp3	Eapp	1
Egr1	Eapp	1
Sp1	Eapp	1
Tp73	Cdk1	1
E2f1	Cdk1	1
Sp1	Cdk1	1
Smad7	Cdk1	1
Tp53	Cdk1	1
E2f4	Cdk1	1
Ar	Gtf2f1	1
Sox9	Mia	1
Gata3	Neto1	1
Ets1	Mcl1	1
Sp1	Mcl1	1
Elk1	Mcl1	1
Rela	Mcl1	1
Erg	Mmp3	1
Znf148	Mmp3	1
Nfkb1	Mmp3	1
Ets1	Mmp3	1
Jun	Mmp3	1
Fos	Mmp3	1
Rela	Mmp3	1
Irf1	Tap1	1
Irf1	Ccl5	1
Irf1	Il15	1
Irf1	H2-Q10	1
Irf1	Casp7	1
Irf1	Il27	1
Irf1	Ogn	1
Stat5a	Irf1	1
Irf1	Cybb	1
Irf1	Eif2ak2	1
Irf1	Il5	1
Irf1	Il12a	1
Nfkb1	Irf1	1
Irf1	Il10	1
Irf1	Irf2	1
Irf2	Irf1	1
Irf1	Ceacam1	1
Irf1	Il4	1
Irf1	Socs1	1
Irf1	Tp53	1
Irf1	Ifnb1	1
Irf1	Foxp3	1
Irf1	Cdk2	1
Irf1	Il12b	1
Irf1	Tap2	1
Irf1	Psmb9	1
Irf1	Ddx58	1
Rela	Irf1	1
Irf1	H2-Q7	1
Irf1	Ceacam2	1
Irf1	H2-D1	1
Irf1	H2-K1	1
E2f4	Slco4a1	1
Sox2	Ntrk3	1
Yy1	Fgfr1op	1
Erg	Vim	1
Fli1	Erg	1
Erg	Nos3	1
Erg	Eng	1
Erg	Cdh5	1
Erg	Mmp9	1
Esr1	Erg	1
Erg	Esr1	1
Erg	Icam1	1
Ets1	Erg	1
Erg	Ets1	1
Erg	Icam2	1
Erg	Tmprss2	1
Spi1	Erg	1
Erg	Hmox1	1
Gata3	Erg	1
Usf1	P4ha1	1
Nfkb1	Traf2	1
Rela	Traf2	1
E2f4	Traf2	1
Srebf1	Sqle	1
Srebf2	Sqle	1
Elk4	Fos	1
Hnf4a	Ephx2	1
E2f4	Cdc37l1	1
Egr1	Ret	1
Esr1	Ret	1
Tfap2c	Ret	1
Sox10	Ret	1
Sp1	Prkce	1
Nr1h2	Abcg1	1
Nr1h2	Bhlhe40	1
Elk1	Nr1h2	1
Nr1h2	Srebf1	1
Nr1h2	Abca1	1
Tead1	Msln	1
E2f1	Wrap73	1
Mef2a	Jun	1
Mef2a	Slc2a4	1
E2f1	Hmga1	1
Ets1	Fgfbp1	1
Klf5	Fgfbp1	1
Gata2	Htr5a	1
E2f1	Slc35g1	1
Ets1	Grpr	1
E2f4	Pgrmc1	1
Sp3	Cyp27a1	1
Sp1	Cyp27a1	1
Hnf4a	Cyp27a1	1
Pparg	Cyp27a1	1
Nfkb1	Birc2	1
Ets1	Birc2	1
Rela	Birc2	1
E2f1	Trit1	1
Ctcf	Pprc1	1
Esr1	Kat2b	1
Tp53	Kat2b	1
Cebpb	Il24	1
Jun	Il24	1
Rora	Nr1d1	1
Nr1d1	Arntl	1
Arntl	Nr1d1	1
Pparg	Nr1d1	1
Sox9	Hapln1	1
